scenario,sequence,age,height,weight,sex,ethnicity
Scenario2,492,Adult,0.05487478,0.55326,Male,Asian
Scenario2,493,Adult,0.02830315,0.3015003,Female,LatinAmerican
Scenario2,494,Adult,0.3657147,0.3438572,Female,Caucasian
Scenario2,495,Adult,0.8389927,0.4771228,Female,Caucasian
Scenario2,496,Adult,0.6385295,0.5538774,Male,Asian
Scenario2,497,Adult,0.3657147,0.3438572,Female,Caucasian
Scenario2,498,Adult,0.9604017,0.08280408,Female,Caucasian
Scenario2,499,Adult,0.7573822,0.3585134,Male,Asian
Scenario2,5,Adult,0.08694506,0.4827021,Female,African
Scenario2,50,Adult,0.3688471,0.05538523,Female,Caucasian
Scenario2,500,Adult,0.9375161,0.3827893,Female,African
Scenario2,501,Preteen,0.9073911,0.8341123,Female,Caucasian
Scenario2,502,Preteen,0.842832,0.5136666,Female,Asian
Scenario2,503,Preteen,0.7456108,0.3088515,Male,African
Scenario2,504,Preteen,0.9073911,0.8341123,Female,Caucasian
Scenario2,505,Adult,0.7390722,0.6807826,Male,LatinAmerican
Scenario2,506,Adult,0.4675194,0.7158308,Female,Asian
Scenario2,507,Child2,0.2972676,0.5684525,Male,Caucasian
Scenario2,508,Adult,0.04626226,0.2911478,Male,Asian
Scenario2,509,Adult,0.9254798,0.4062196,Female,Asian
Scenario2,51,Adult,0.7767918,0.1332464,Female,Asian
Scenario2,510,Adult,0.9830157,0.6470557,Female,African
Scenario2,511,Adult,0.1173742,0.2561133,Female,Caucasian
Scenario2,512,Adult,0.2789429,0.8092344,Male,Caucasian
Scenario2,513,Child1,0.3411572,0.09649503,Male,African
Scenario2,514,Adult,0.1173742,0.2561133,Female,Caucasian
Scenario2,515,Child2,0.7887365,0.8887351,Female,African
Scenario2,516,Adult,0.9045552,0.1701626,Female,African
Scenario2,517,Adult,0.4272206,0.2306287,Male,Caucasian
Scenario2,518,Adult,0.2789522,0.6599634,Female,African
Scenario2,519,Adult,0.1056238,0.7805185,Female,Asian
Scenario2,52,Toddler,0.425864,0.4229404,Male,African
Scenario2,520,Adult,0.489152,0.1689919,Female,Caucasian
Scenario2,521,Adult,0.240242,0.4184662,Female,Caucasian
Scenario2,522,Toddler,0.6993381,0.7321792,Female,Caucasian
Scenario2,523,Preteen,0.9073911,0.8341123,Female,Caucasian
Scenario2,524,Adult,0.2789429,0.8092344,Male,Caucasian
Scenario2,525,Adult,0.1113125,0.2099825,Male,Caucasian
Scenario2,526,Preteen,0.01738858,0.2026376,Male,Asian
Scenario2,527,Adult,0.4619126,0.178448,Female,Caucasian
Scenario2,528,Adult,0.4272206,0.2306287,Male,Caucasian
Scenario2,529,Preteen,0.7456108,0.3088515,Male,African
Scenario2,53,Adult,0.7220807,0.1727226,Male,Caucasian
Scenario2,530,Adult,0.3857101,0.5737969,Male,African
Scenario2,531,Toddler,0.6993381,0.7321792,Female,Caucasian
Scenario2,532,Adult,0.3857101,0.5737969,Male,African
Scenario2,533,Adult,0.3294159,0.4711539,Female,LatinAmerican
Scenario2,534,Adult,0.194183,0.09853792,Male,Caucasian
Scenario2,535,Child2,0.05013156,0.9315355,Male,African
Scenario2,536,Toddler,0.6993381,0.7321792,Female,Caucasian
Scenario2,537,Adult,0.4951077,0.1897759,Female,Asian
Scenario2,538,Adult,0.3592037,0.07868648,Female,Asian
Scenario2,539,Adult,0.6994476,0.6298276,Male,African
Scenario2,54,Adult,0.3280942,0.1477306,Male,Asian
Scenario2,540,Adult,0.3857101,0.5737969,Male,African
Scenario2,541,Child2,0.2972676,0.5684525,Male,Caucasian
Scenario2,542,Child1,0.3411572,0.09649503,Male,African
Scenario2,543,Adult,0.1173742,0.2561133,Female,Caucasian
Scenario2,544,Preteen,0.842832,0.5136666,Female,Asian
Scenario2,545,Adult,0.6994476,0.6298276,Male,African
Scenario2,546,Adult,0.6994476,0.6298276,Male,African
Scenario2,547,Adult,0.2789522,0.6599634,Female,African
Scenario2,548,Adult,0.7016153,0.7600418,Male,LatinAmerican
Scenario2,549,Adult,0.7016153,0.7600418,Male,LatinAmerican
Scenario2,55,Adult,0.6602902,0.8315026,Male,African
Scenario2,550,Preteen,0.7456108,0.3088515,Male,African
Scenario2,551,Preteen,0.4290833,0.5302807,Female,LatinAmerican
Scenario2,552,Adult,0.5996053,0.6701181,Female,Caucasian
Scenario2,553,Adult,0.4715933,0.9262285,Male,LatinAmerican
Scenario2,554,Adult,0.3443506,0.7960492,Male,Caucasian
Scenario2,555,Adult,0.0712266,0.6422088,Male,Asian
Scenario2,556,Adult,0.3661363,0.004005194,Female,Asian
Scenario2,557,Adult,0.5387537,0.001523495,Male,African
Scenario2,558,Adult,0.4027179,0.8890846,Male,Asian
Scenario2,559,Adult,0.5652804,0.4887217,Male,African
Scenario2,56,Child2,0.4012853,0.7416593,Male,African
Scenario2,560,Adult,0.9434191,0.9363438,Male,Caucasian
Scenario2,561,Adult,0.5652804,0.4887217,Male,African
Scenario2,562,Adult,0.3661363,0.004005194,Female,Asian
Scenario2,563,Adult,0.9434191,0.9363438,Male,Caucasian
Scenario2,564,Preteen,0.6301636,0.3152424,Male,African
Scenario2,565,Adult,0.3574642,0.2622448,Female,Asian
Scenario2,566,Toddler,0.8912534,0.7022063,Male,Caucasian
Scenario2,567,Adult,0.4051778,0.718942,Female,Asian
Scenario2,568,Adult,0.5303305,0.1033548,Female,Caucasian
Scenario2,569,Adult,0.0712266,0.6422088,Male,Asian
Scenario2,57,Adult,0.1407411,0.8779373,Female,African
Scenario2,570,Adult,0.2663108,0.1953408,Female,LatinAmerican
Scenario2,571,Adult,0.3574642,0.2622448,Female,Asian
Scenario2,572,Adult,0.3443506,0.7960492,Male,Caucasian
Scenario2,573,Child1,0.412334,0.8123015,Male,Caucasian
Scenario2,574,Adult,0.9115627,0.7811052,Female,Caucasian
Scenario2,575,Preteen,0.6301636,0.3152424,Male,African
Scenario2,576,Adult,0.900293,0.2481039,Male,Asian
Scenario2,577,Adult,0.4051778,0.718942,Female,Asian
Scenario2,578,Child1,0.412334,0.8123015,Male,Caucasian
Scenario2,579,Toddler,0.4660096,0.3605773,Male,LatinAmerican
Scenario2,58,Adult,0.6309563,0.6707971,Female,Asian
Scenario2,580,Adult,0.3497198,0.1420147,Female,African
Scenario2,581,Preteen,0.1929108,0.8426052,Female,LatinAmerican
Scenario2,582,Adult,0.6329982,0.5263613,Female,Asian
Scenario2,583,Child1,0.8986803,0.8506073,Male,LatinAmerican
Scenario2,584,Adult,0.3541672,0.3775868,Male,Caucasian
Scenario2,585,Adult,0.02195263,0.2653737,Male,LatinAmerican
Scenario2,586,Preteen,0.4958416,0.5604665,Male,African
Scenario2,587,Adult,0.900293,0.2481039,Male,Asian
Scenario2,588,Child1,0.08050084,0.8090808,Male,Caucasian
Scenario2,589,Adult,0.4027179,0.8890846,Male,Asian
Scenario2,59,Adult,0.9190041,0.00538218,Male,African
Scenario2,590,Adult,0.3443506,0.7960492,Male,Caucasian
Scenario2,591,Adult,0.5252658,0.2209337,Female,Asian
Scenario2,592,Preteen,0.1929108,0.8426052,Female,LatinAmerican
Scenario2,593,Adult,0.0712266,0.6422088,Male,Asian
Scenario2,594,Child2,0.2208768,0.3320833,Male,Caucasian
Scenario2,595,Adult,0.3661363,0.004005194,Female,Asian
Scenario2,596,Adult,0.3574642,0.2622448,Female,Asian
Scenario2,597,Child1,0.412334,0.8123015,Male,Caucasian
Scenario2,598,Adult,0.5252658,0.2209337,Female,Asian
Scenario2,599,Adult,0.6329982,0.5263613,Female,Asian
Scenario2,6,Adult,0.08694506,0.4827021,Female,African
Scenario2,60,Adult,0.297371,0.4948577,Female,Caucasian
Scenario2,600,Adult,0.115957,0.4447294,Male,Caucasian
Scenario2,601,Adult,0.4418389,0.4565525,Male,Caucasian
Scenario2,602,Adult,0.2311635,0.9795896,Male,Asian
Scenario2,603,Adult,0.8323576,0.4109958,Female,LatinAmerican
Scenario2,604,Adult,0.2962027,0.3304391,Female,African
Scenario2,605,Adult,0.8738706,0.630342,Male,LatinAmerican
Scenario2,606,Adult,0.1388634,0.6139936,Female,Caucasian
Scenario2,607,Adult,0.04183042,0.01050425,Female,LatinAmerican
Scenario2,608,Adult,0.7460485,0.378342,Male,LatinAmerican
Scenario2,609,Preteen,0.01571167,0.1300986,Male,LatinAmerican
Scenario2,61,Adult,0.9023178,0.8444496,Female,Caucasian
Scenario2,610,Child1,0.09502375,0.8365325,Male,African
Scenario2,611,Adult,0.1228502,0.4377314,Male,LatinAmerican
Scenario2,612,Adult,0.1228502,0.4377314,Male,LatinAmerican
Scenario2,613,Adult,0.7680022,0.6049476,Male,African
Scenario2,614,Adult,0.556749,0.9843483,Female,LatinAmerican
Scenario2,615,Adult,0.03245139,0.7675048,Male,Asian
Scenario2,616,Adult,0.3513371,0.4036348,Male,Caucasian
Scenario2,617,Adult,0.08847845,0.09928823,Male,Caucasian
Scenario2,618,Adult,0.1228502,0.4377314,Male,LatinAmerican
Scenario2,619,Child2,0.3188405,0.6268656,Male,Caucasian
Scenario2,62,Adult,0.3280942,0.1477306,Male,Asian
Scenario2,620,Preteen,0.2289284,0.9332638,Female,African
Scenario2,621,Adult,0.3242501,0.8598804,Male,Caucasian
Scenario2,622,Adult,0.04183042,0.01050425,Female,LatinAmerican
Scenario2,623,Adult,0.3242501,0.8598804,Male,Caucasian
Scenario2,624,Child2,0.3188405,0.6268656,Male,Caucasian
Scenario2,625,Adult,0.6736205,0.009824634,Female,LatinAmerican
Scenario2,626,Adult,0.6594818,0.1723384,Male,LatinAmerican
Scenario2,627,Adult,0.3513371,0.4036348,Male,Caucasian
Scenario2,628,Adult,0.6176635,0.7569451,Female,Asian
Scenario2,629,Adult,0.8738706,0.630342,Male,LatinAmerican
Scenario2,63,Toddler,0.425864,0.4229404,Male,African
Scenario2,630,Child1,0.09502375,0.8365325,Male,African
Scenario2,631,Adult,0.3388933,0.963624,Female,Asian
Scenario2,632,Adult,0.04183042,0.01050425,Female,LatinAmerican
Scenario2,633,Adult,0.8323576,0.4109958,Female,LatinAmerican
Scenario2,634,Adult,0.6492052,0.9523067,Male,LatinAmerican
Scenario2,635,Toddler,0.2486938,0.6028451,Male,African
Scenario2,636,Child1,0.05121422,0.9217752,Male,African
Scenario2,637,Adult,0.1228502,0.4377314,Male,LatinAmerican
Scenario2,638,Preteen,0.2289284,0.9332638,Female,African
Scenario2,639,Adult,0.4381905,0.6040988,Female,Caucasian
Scenario2,64,Adult,0.9354808,0.8121641,Male,LatinAmerican
Scenario2,640,Adult,0.7121596,0.11387,Male,Caucasian
Scenario2,641,Adult,0.9738015,0.6537958,Male,LatinAmerican
Scenario2,642,Child1,0.09502375,0.8365325,Male,African
Scenario2,643,Preteen,0.9603573,0.4776673,Female,Caucasian
Scenario2,644,Adult,0.4418389,0.4565525,Male,Caucasian
Scenario2,645,Child2,0.481529,0.6130322,Male,African
Scenario2,646,Adult,0.4381905,0.6040988,Female,Caucasian
Scenario2,647,Adult,0.08847845,0.09928823,Male,Caucasian
Scenario2,648,Adult,0.7121596,0.11387,Male,Caucasian
Scenario2,649,Adult,0.02832329,0.5528208,Male,LatinAmerican
Scenario2,65,Adult,0.7826504,0.8150922,Male,African
Scenario2,650,Adult,0.1706703,0.6081372,Female,Asian
Scenario2,651,Adult,0.7708994,0.4213438,Male,Asian
Scenario2,652,Adult,0.6600108,0.378921,Female,Asian
Scenario2,653,Adult,0.7237685,0.1451446,Female,African
Scenario2,654,Adult,0.7409074,0.9202573,Female,Caucasian
Scenario2,655,Adult,0.4176277,0.1346383,Male,African
Scenario2,656,Child1,0.7548419,0.1002059,Male,LatinAmerican
Scenario2,657,Adult,0.6111017,0.824016,Female,Caucasian
Scenario2,658,Preteen,0.00454998,0.07687569,Male,Caucasian
Scenario2,659,Adult,0.01881111,0.3446875,Female,Asian
Scenario2,66,Adult,0.5973332,0.09384668,Female,Asian
Scenario2,660,Toddler,0.4347844,0.7889079,Male,Caucasian
Scenario2,661,Adult,0.4899181,0.5478113,Female,Caucasian
Scenario2,662,Adult,0.9479374,0.01284134,Female,Asian
Scenario2,663,Adult,0.655919,0.1474735,Female,LatinAmerican
Scenario2,664,Adult,0.9055122,0.200858,Female,African
Scenario2,665,Child2,0.9426841,0.4470937,Male,Asian
Scenario2,666,Adult,0.107841,0.2493575,Female,Caucasian
Scenario2,667,Adult,0.6719971,0.8816057,Male,LatinAmerican
Scenario2,668,Adult,0.4560294,0.7130349,Male,LatinAmerican
Scenario2,669,Adult,0.5921355,0.9468631,Female,LatinAmerican
Scenario2,67,Adult,0.1195171,0.4596859,Male,LatinAmerican
Scenario2,670,Adult,0.8568754,0.1520288,Male,African
Scenario2,671,Adult,0.01881111,0.3446875,Female,Asian
Scenario2,672,Preteen,0.8982496,0.925285,Male,African
Scenario2,673,Adult,0.107841,0.2493575,Female,Caucasian
Scenario2,674,Adult,0.8568754,0.1520288,Male,African
Scenario2,675,Toddler,0.4347844,0.7889079,Male,Caucasian
Scenario2,676,Adult,0.6201867,0.365453,Male,African
Scenario2,677,Adult,0.8568754,0.1520288,Male,African
Scenario2,678,Toddler,0.4347844,0.7889079,Male,Caucasian
Scenario2,679,Preteen,0.00454998,0.07687569,Male,Caucasian
Scenario2,68,Adult,0.5154535,0.6384665,Female,LatinAmerican
Scenario2,680,Adult,0.8806911,0.4760114,Male,LatinAmerican
Scenario2,681,Adult,0.6719971,0.8816057,Male,LatinAmerican
Scenario2,682,Adult,0.07541561,0.2847705,Female,LatinAmerican
Scenario2,683,Preteen,0.8932976,0.01747584,Male,Asian
Scenario2,684,Adult,0.631763,0.6793796,Female,Asian
Scenario2,685,Adult,0.8568754,0.1520288,Male,African
Scenario2,686,Adult,0.9055122,0.200858,Female,African
Scenario2,687,Toddler,0.0656209,0.8584982,Male,Asian
Scenario2,688,Adult,0.1482533,0.4819417,Female,Asian
Scenario2,689,Toddler,0.5087218,0.4959737,Female,Caucasian
Scenario2,69,Child1,0.805781,0.8565553,Female,Asian
Scenario2,690,Adult,0.01881111,0.3446875,Female,Asian
Scenario2,691,Toddler,0.0656209,0.8584982,Male,Asian
Scenario2,692,Adult,0.39961,0.04981565,Female,Asian
Scenario2,693,Adult,0.07541561,0.2847705,Female,LatinAmerican
Scenario2,694,Adult,0.6201867,0.365453,Male,African
Scenario2,695,Adult,0.7752924,0.3064514,Male,Caucasian
Scenario2,696,Adult,0.8806911,0.4760114,Male,LatinAmerican
Scenario2,697,Toddler,0.5087218,0.4959737,Female,Caucasian
Scenario2,698,Adult,0.9479374,0.01284134,Female,Asian
Scenario2,699,Adult,0.9031125,0.6601926,Female,Caucasian
Scenario2,7,Adult,0.1799911,0.9299762,Female,African
Scenario2,70,Adult,0.2347758,0.2748427,Female,African
Scenario2,700,Preteen,0.00454998,0.07687569,Male,Caucasian
Scenario2,701,Child1,0.8891072,0.6746289,Female,African
Scenario2,702,Adult,0.8876438,0.751913,Female,Caucasian
Scenario2,703,Adult,0.9793811,0.1378499,Male,Caucasian
Scenario2,704,Toddler,0.76983,0.7355574,Female,LatinAmerican
Scenario2,705,Adult,0.5462455,0.6415598,Female,LatinAmerican
Scenario2,706,Adult,0.5462455,0.6415598,Female,LatinAmerican
Scenario2,707,Child2,0.5636749,0.4046139,Female,African
Scenario2,708,Adult,0.6010584,0.5517248,Female,Caucasian
Scenario2,709,Child2,0.5636749,0.4046139,Female,African
Scenario2,71,Adult,0.9023178,0.8444496,Female,Caucasian
Scenario2,710,Preteen,0.4301126,0.4694543,Female,LatinAmerican
Scenario2,711,Preteen,0.2110157,0.271222,Male,LatinAmerican
Scenario2,712,Adult,0.1821233,0.3430213,Female,African
Scenario2,713,Adult,0.7739811,0.9135567,Male,Caucasian
Scenario2,714,Adult,0.1426142,0.4220865,Male,African
Scenario2,715,Adult,0.1899761,0.2533826,Female,African
Scenario2,716,Adult,0.3101736,0.06323338,Female,Caucasian
Scenario2,717,Adult,0.7033912,0.9219347,Male,Asian
Scenario2,718,Adult,0.1426142,0.4220865,Male,African
Scenario2,719,Adult,0.9933269,0.5858977,Female,Asian
Scenario2,72,Adult,0.3999699,0.4769813,Female,African
Scenario2,720,Adult,0.1426142,0.4220865,Male,African
Scenario2,721,Adult,0.943339,0.444882,Male,African
Scenario2,722,Child1,0.2510146,0.226267,Female,Caucasian
Scenario2,723,Adult,0.276525,0.6475402,Female,Caucasian
Scenario2,724,Adult,0.7442945,0.06826901,Female,African
Scenario2,725,Child1,0.4562597,0.7265317,Male,Caucasian
Scenario2,726,Adult,0.7421319,0.3642031,Male,Asian
Scenario2,727,Adult,0.1426142,0.4220865,Male,African
Scenario2,728,Adult,0.7152277,0.1395533,Female,LatinAmerican
Scenario2,729,Adult,0.1899761,0.2533826,Female,African
Scenario2,73,Adult,0.04064453,0.7515737,Male,Asian
Scenario2,730,Adult,0.8874964,0.1551315,Male,Asian
Scenario2,731,Adult,0.02331793,0.03760529,Male,African
Scenario2,732,Child1,0.8667823,0.4343657,Female,African
Scenario2,733,Adult,0.9793811,0.1378499,Male,Caucasian
Scenario2,734,Adult,0.943339,0.444882,Male,African
Scenario2,735,Preteen,0.211871,0.6394013,Male,Caucasian
Scenario2,736,Preteen,0.4301126,0.4694543,Female,LatinAmerican
Scenario2,737,Child2,0.4916805,0.09232557,Male,LatinAmerican
Scenario2,738,Preteen,0.211871,0.6394013,Male,Caucasian
Scenario2,739,Adult,0.2735436,0.6428761,Female,African
Scenario2,74,Adult,0.2347758,0.2748427,Female,African
Scenario2,740,Adult,0.7855161,0.1477813,Male,African
Scenario2,741,Adult,0.6315813,0.6867568,Male,Asian
Scenario2,742,Preteen,0.4519836,0.4019145,Male,Caucasian
Scenario2,743,Adult,0.8874964,0.1551315,Male,Asian
Scenario2,744,Child1,0.8891072,0.6746289,Female,African
Scenario2,745,Adult,0.3111569,0.05074954,Female,Caucasian
Scenario2,746,Adult,0.2074684,0.8865453,Female,LatinAmerican
Scenario2,747,Adult,0.1821233,0.3430213,Female,African
Scenario2,748,Adult,0.6610123,0.5798584,Female,African
Scenario2,749,Adult,0.7421319,0.3642031,Male,Asian
Scenario2,75,Adult,0.7220807,0.1727226,Male,Caucasian
Scenario2,750,Toddler,0.76983,0.7355574,Female,LatinAmerican
Scenario2,751,Adult,0.1424874,0.04397523,Male,Asian
Scenario2,752,Preteen,0.3739703,0.8485351,Female,LatinAmerican
Scenario2,753,Adult,0.05896711,0.3348808,Female,Caucasian
Scenario2,754,Adult,0.1178159,0.9464209,Male,Asian
Scenario2,755,Adult,0.7238337,0.2914536,Female,Asian
Scenario2,756,Adult,0.7238337,0.2914536,Female,Asian
Scenario2,757,Adult,0.05896711,0.3348808,Female,Caucasian
Scenario2,758,Toddler,0.6285701,0.1294775,Female,Asian
Scenario2,759,Adult,0.8268864,0.7385544,Male,African
Scenario2,76,Adult,0.7220807,0.1727226,Male,Caucasian
Scenario2,760,Preteen,0.6114901,0.03288233,Male,Asian
Scenario2,761,Adult,0.2693815,0.06750619,Female,African
Scenario2,762,Adult,0.8268864,0.7385544,Male,African
Scenario2,763,Adult,0.9439974,0.8160058,Male,Asian
Scenario2,764,Adult,0.2139567,0.092098,Female,African
Scenario2,765,Adult,0.3129233,0.5709441,Female,Caucasian
Scenario2,766,Child1,0.8371242,0.5354159,Female,Caucasian
Scenario2,767,Adult,0.9414226,0.9683486,Male,African
Scenario2,768,Adult,0.9544803,0.9945685,Female,LatinAmerican
Scenario2,769,Adult,0.929814,0.3615953,Female,Caucasian
Scenario2,77,Adult,0.9984179,0.3100692,Male,LatinAmerican
Scenario2,770,Adult,0.3487822,0.01142383,Male,Caucasian
Scenario2,771,Adult,0.929814,0.3615953,Female,Caucasian
Scenario2,772,Adult,0.2139567,0.092098,Female,African
Scenario2,773,Adult,0.4590721,0.9826136,Male,LatinAmerican
Scenario2,774,Preteen,0.01770735,0.7904063,Female,Asian
Scenario2,775,Adult,0.8092288,0.8855205,Female,Asian
Scenario2,776,Adult,0.5295352,0.117193,Male,Asian
Scenario2,777,Preteen,0.1774586,0.4600862,Female,LatinAmerican
Scenario2,778,Adult,0.829142,0.5227456,Female,LatinAmerican
Scenario2,779,Adult,0.2139567,0.092098,Female,African
Scenario2,78,Adult,0.2668208,0.04023731,Male,Caucasian
Scenario2,780,Adult,0.929814,0.3615953,Female,Caucasian
Scenario2,781,Preteen,0.1774586,0.4600862,Female,LatinAmerican
Scenario2,782,Child1,0.2264984,0.6601335,Male,Caucasian
Scenario2,783,Adult,0.04944181,0.796382,Male,Caucasian
Scenario2,784,Adult,0.2301764,0.1736571,Female,Asian
Scenario2,785,Adult,0.4590721,0.9826136,Male,LatinAmerican
Scenario2,786,Preteen,0.6114901,0.03288233,Male,Asian
Scenario2,787,Adult,0.1723415,0.3610705,Male,Asian
Scenario2,788,Adult,0.1178159,0.9464209,Male,Asian
Scenario2,789,Toddler,0.6285701,0.1294775,Female,Asian
Scenario2,79,Adult,0.8931066,0.2631197,Male,LatinAmerican
Scenario2,790,Adult,0.8847831,0.9870538,Female,Asian
Scenario2,791,Child1,0.8371242,0.5354159,Female,Caucasian
Scenario2,792,Preteen,0.01770735,0.7904063,Female,Asian
Scenario2,793,Adult,0.3560209,0.6405057,Female,Asian
Scenario2,794,Toddler,0.6285701,0.1294775,Female,Asian
Scenario2,795,Child1,0.5041022,0.4177239,Male,Caucasian
Scenario2,796,Adult,0.02360415,0.0665437,Female,Asian
Scenario2,797,Child1,0.2264984,0.6601335,Male,Caucasian
Scenario2,798,Adult,0.5527788,0.3366206,Male,Caucasian
Scenario2,799,Adult,0.2693815,0.06750619,Female,African
Scenario2,8,Adult,0.5920238,0.2278235,Female,African
Scenario2,80,Adult,0.9699703,0.4679273,Female,Asian
Scenario2,800,Child1,0.5041022,0.4177239,Male,Caucasian
Scenario2,801,Adult,0.6091025,0.5124247,Female,Asian
Scenario2,802,Adult,0.1566913,0.4229716,Female,LatinAmerican
Scenario2,803,Adult,0.666887,0.5919449,Male,African
Scenario2,804,Adult,0.3063588,0.6708412,Male,LatinAmerican
Scenario2,805,Adult,0.5326737,0.741366,Female,LatinAmerican
Scenario2,806,Adult,0.9389683,0.8751177,Female,African
Scenario2,807,Toddler,0.8794377,0.1605906,Male,African
Scenario2,808,Child1,0.6747313,0.4895097,Male,Caucasian
Scenario2,809,Preteen,0.9396304,0.2302872,Male,Caucasian
Scenario2,81,Adult,0.3999699,0.4769813,Female,African
Scenario2,810,Adult,0.2997487,0.5974432,Female,LatinAmerican
Scenario2,811,Adult,0.1105464,0.3835372,Male,Caucasian
Scenario2,812,Adult,0.3061949,0.8908129,Male,African
Scenario2,813,Toddler,0.8794377,0.1605906,Male,African
Scenario2,814,Adult,0.1977366,0.8351544,Male,Caucasian
Scenario2,815,Adult,0.712303,0.3469771,Male,LatinAmerican
Scenario2,816,Adult,0.03974903,0.6422915,Male,African
Scenario2,817,Adult,0.1332362,0.6603026,Female,Caucasian
Scenario2,818,Adult,0.5662885,0.2735858,Female,LatinAmerican
Scenario2,819,Preteen,0.2894955,0.8138031,Male,LatinAmerican
Scenario2,82,Adult,0.297371,0.4948577,Female,Caucasian
Scenario2,820,Adult,0.5662885,0.2735858,Female,LatinAmerican
Scenario2,821,Adult,0.9528127,0.331079,Female,African
Scenario2,822,Adult,0.7653797,0.6879352,Female,African
Scenario2,823,Adult,0.5662885,0.2735858,Female,LatinAmerican
Scenario2,824,Adult,0.2958604,0.794463,Female,LatinAmerican
Scenario2,825,Adult,0.3063588,0.6708412,Male,LatinAmerican
Scenario2,826,Adult,0.1265826,0.9881369,Female,Asian
Scenario2,827,Preteen,0.9396304,0.2302872,Male,Caucasian
Scenario2,828,Adult,0.2958604,0.794463,Female,LatinAmerican
Scenario2,829,Adult,0.2628963,0.2110801,Female,Caucasian
Scenario2,83,Toddler,0.425864,0.4229404,Male,African
Scenario2,830,Adult,0.3061949,0.8908129,Male,African
Scenario2,831,Adult,0.2958604,0.794463,Female,LatinAmerican
Scenario2,832,Adult,0.712303,0.3469771,Male,LatinAmerican
Scenario2,833,Adult,0.8971004,0.1481907,Male,African
Scenario2,834,Adult,0.2997487,0.5974432,Female,LatinAmerican
Scenario2,835,Adult,0.2628963,0.2110801,Female,Caucasian
Scenario2,836,Adult,0.03974903,0.6422915,Male,African
Scenario2,837,Preteen,0.4145677,0.4949201,Female,African
Scenario2,838,Adult,0.7653797,0.6879352,Female,African
Scenario2,839,Adult,0.03629005,0.4510777,Female,Caucasian
Scenario2,84,Child1,0.805781,0.8565553,Female,Asian
Scenario2,840,Adult,0.5093395,0.2636026,Male,Caucasian
Scenario2,841,Adult,0.8971004,0.1481907,Male,African
Scenario2,842,Adult,0.5685407,0.9146991,Female,LatinAmerican
Scenario2,843,Adult,0.4954439,0.8120276,Male,African
Scenario2,844,Adult,0.1265826,0.9881369,Female,Asian
Scenario2,845,Adult,0.4954439,0.8120276,Male,African
Scenario2,846,Adult,0.1105464,0.3835372,Male,Caucasian
Scenario2,847,Adult,0.5685407,0.9146991,Female,LatinAmerican
Scenario2,848,Adult,0.6091025,0.5124247,Female,Asian
Scenario2,849,Adult,0.1105464,0.3835372,Male,Caucasian
Scenario2,85,Child1,0.805781,0.8565553,Female,Asian
Scenario2,850,Adult,0.661234,0.8512143,Male,Asian
Scenario2,851,Adult,0.5750192,0.3430523,Female,African
Scenario2,852,Adult,0.1679862,0.452765,Male,Caucasian
Scenario2,853,Adult,0.046826,0.04106224,Male,LatinAmerican
Scenario2,854,Toddler,0.4667239,0.8707993,Female,Asian
Scenario2,855,Adult,0.6263119,0.6638546,Male,Asian
Scenario2,856,Adult,0.8983856,0.7794349,Male,African
Scenario2,857,Child1,0.04036856,0.1841514,Male,African
Scenario2,858,Adult,0.4734114,0.5476949,Female,LatinAmerican
Scenario2,859,Adult,0.0877502,0.3882118,Female,LatinAmerican
Scenario2,86,Adult,0.9354808,0.8121641,Male,LatinAmerican
Scenario2,860,Toddler,0.5131867,0.934258,Male,African
Scenario2,861,Adult,0.4734114,0.5476949,Female,LatinAmerican
Scenario2,862,Child1,0.9091631,0.250594,Female,Asian
Scenario2,863,Adult,0.4489089,0.5968541,Female,LatinAmerican
Scenario2,864,Adult,0.046826,0.04106224,Male,LatinAmerican
Scenario2,865,Child1,0.9091631,0.250594,Female,Asian
Scenario2,866,Child1,0.8090336,0.1109582,Male,Asian
Scenario2,867,Toddler,0.4667239,0.8707993,Female,Asian
Scenario2,868,Adult,0.8525956,0.9268754,Female,Caucasian
Scenario2,869,Adult,0.03601968,0.02227151,Male,Caucasian
Scenario2,87,Adult,0.7826504,0.8150922,Male,African
Scenario2,870,Adult,0.046826,0.04106224,Male,LatinAmerican
Scenario2,871,Toddler,0.4667239,0.8707993,Female,Asian
Scenario2,872,Adult,0.6027279,0.4795802,Female,LatinAmerican
Scenario2,873,Child2,0.2212189,0.783561,Male,Caucasian
Scenario2,874,Adult,0.512818,0.5202265,Female,LatinAmerican
Scenario2,875,Adult,0.8145692,0.7331387,Male,Caucasian
Scenario2,876,Preteen,0.3045874,0.6388226,Male,LatinAmerican
Scenario2,877,Adult,0.2390563,0.2394187,Male,Asian
Scenario2,878,Adult,0.7984588,0.04169214,Male,LatinAmerican
Scenario2,879,Preteen,0.3045874,0.6388226,Male,LatinAmerican
Scenario2,88,Adult,0.297371,0.4948577,Female,Caucasian
Scenario2,880,Preteen,0.3696107,0.1158862,Male,Asian
Scenario2,881,Adult,0.8287102,0.3385144,Male,LatinAmerican
Scenario2,882,Adult,0.6027279,0.4795802,Female,LatinAmerican
Scenario2,883,Child1,0.4509315,0.5420667,Male,African
Scenario2,884,Adult,0.8264483,0.7787786,Male,African
Scenario2,885,Adult,0.8264483,0.7787786,Male,African
Scenario2,886,Adult,0.1679862,0.452765,Male,Caucasian
